name,mass (g),GeoLocation
Yamato 791372,5,"(-71.500000, 35.666670)"
Yamato 791373,9,"(-71.500000, 35.666670)"
Yamato 791374,6,"(-71.500000, 35.666670)"
Yamato 791375,5,"(-71.500000, 35.666670)"
Yamato 791376,5,"(-71.500000, 35.666670)"
Yamato 791377,5,"(-71.500000, 35.666670)"
Yamato 791378,2,"(-71.500000, 35.666670)"
Yamato 791379,4,"(-71.500000, 35.666670)"
Yamato 791380,7,"(-71.500000, 35.666670)"
Yamato 791381,24,"(-71.500000, 35.666670)"
Yamato 791382,16,"(-71.500000, 35.666670)"
Yamato 791383,12,"(-71.500000, 35.666670)"
Yamato 791384,13,"(-71.500000, 35.666670)"
Yamato 791385,14,"(-71.500000, 35.666670)"
Yamato 791386,4,"(-71.500000, 35.666670)"
Yamato 791387,4,"(-71.500000, 35.666670)"
Yamato 791388,4,"(-71.500000, 35.666670)"
Yamato 791389,4,"(-71.500000, 35.666670)"
Yamato 791390,2,"(-71.500000, 35.666670)"
Yamato 791391,3,"(-71.500000, 35.666670)"
Yamato 791392,3,"(-71.500000, 35.666670)"
Yamato 791398,1,"(-71.500000, 35.666670)"
Yamato 791399,1,"(-71.500000, 35.666670)"
Yamato 791406,2048,"(-71.500000, 35.666670)"
Yamato 791407,58,"(-71.500000, 35.666670)"
Yamato 791408,46,"(-71.500000, 35.666670)"
Yamato 791409,54,"(-71.500000, 35.666670)"
Yamato 791410,17,"(-71.500000, 35.666670)"
Yamato 791411,5,"(-71.500000, 35.666670)"
Yamato 791412,25,"(-71.500000, 35.666670)"
Yamato 791413,204,"(-71.500000, 35.666670)"
Yamato 791414,53,"(-71.500000, 35.666670)"
Yamato 791415,22,"(-71.500000, 35.666670)"
Yamato 791417,40,"(-71.500000, 35.666670)"
Yamato 791418,16,"(-71.500000, 35.666670)"
Yamato 791419,38,"(-71.500000, 35.666670)"
Yamato 791420,19,"(-71.500000, 35.666670)"
Yamato 791421,811,"(-71.500000, 35.666670)"
Yamato 791422,62,"(-71.500000, 35.666670)"
Yamato 791423,4,"(-71.500000, 35.666670)"
Yamato 791424,11,"(-71.500000, 35.666670)"
Yamato 791425,4,"(-71.500000, 35.666670)"
Yamato 791426,2,"(-71.500000, 35.666670)"
Yamato 791427,507,"(-71.500000, 35.666670)"
Yamato 791428,549,"(-71.500000, 35.666670)"
Yamato 791429,224,"(-71.500000, 35.666670)"
Yamato 791430,46,"(-71.500000, 35.666670)"
Yamato 791431,282,"(-71.500000, 35.666670)"
Yamato 791432,221,"(-71.500000, 35.666670)"
Yamato 791433,3,"(-71.500000, 35.666670)"
Yamato 791434,265,"(-71.500000, 35.666670)"
Yamato 791435,15,"(-71.500000, 35.666670)"
Yamato 791436,7,"(-71.500000, 35.666670)"
Yamato 791437,28,"(-71.500000, 35.666670)"
Yamato 791438,20,"(-71.500000, 35.666670)"
Yamato 791439,31,"(-71.500000, 35.666670)"
Yamato 791440,90,"(-71.500000, 35.666670)"
Yamato 791441,106,"(-71.500000, 35.666670)"
Yamato 791442,190,"(-71.500000, 35.666670)"
Yamato 791443,11,"(-71.500000, 35.666670)"
Yamato 791444,551,"(-71.500000, 35.666670)"
Yamato 791445,5,"(-71.500000, 35.666670)"
Yamato 791446,18,"(-71.500000, 35.666670)"
Yamato 791447,2,"(-71.500000, 35.666670)"
Yamato 791448,36,"(-71.500000, 35.666670)"
Yamato 791449,108,"(-71.500000, 35.666670)"
Yamato 791450,193,"(-71.500000, 35.666670)"
Yamato 791451,8,"(-71.500000, 35.666670)"
Yamato 791452,205,"(-71.500000, 35.666670)"
Yamato 791453,159,"(-71.500000, 35.666670)"
Yamato 791454,8,"(-71.500000, 35.666670)"
Yamato 791455,55,"(-71.500000, 35.666670)"
Yamato 791456,37,"(-71.500000, 35.666670)"
Yamato 791457,41,"(-71.500000, 35.666670)"
Yamato 791458,8,"(-71.500000, 35.666670)"
Yamato 791459,24,"(-71.500000, 35.666670)"
Yamato 791460,11,"(-71.500000, 35.666670)"
Yamato 791461,11,"(-71.500000, 35.666670)"
Yamato 791462,94,"(-71.500000, 35.666670)"
Yamato 791463,10,"(-71.500000, 35.666670)"
Yamato 791464,18,"(-71.500000, 35.666670)"
Yamato 791465,3,"(-71.500000, 35.666670)"
Yamato 791466,21,"(-71.500000, 35.666670)"
Yamato 791467,19,"(-71.500000, 35.666670)"
Yamato 791468,11,"(-71.500000, 35.666670)"
Yamato 791469,5,"(-71.500000, 35.666670)"
Yamato 791470,7,"(-71.500000, 35.666670)"
Yamato 791471,142,"(-71.500000, 35.666670)"
Yamato 791472,7,"(-71.500000, 35.666670)"
Yamato 791473,7,"(-71.500000, 35.666670)"
Yamato 791474,67,"(-71.500000, 35.666670)"
Yamato 791475,14,"(-71.500000, 35.666670)"
Yamato 791476,23,"(-71.500000, 35.666670)"
Yamato 791477,215,"(-71.500000, 35.666670)"
Yamato 791478,147,"(-71.500000, 35.666670)"
Yamato 791479,1,"(-71.500000, 35.666670)"
Yamato 791480,7,"(-71.500000, 35.666670)"
Yamato 791481,2,"(-71.500000, 35.666670)"
Yamato 791482,353,"(-71.500000, 35.666670)"
Yamato 791483,74,"(-71.500000, 35.666670)"
Yamato 791484,19,"(-71.500000, 35.666670)"
Yamato 791485,4,"(-71.500000, 35.666670)"
Yamato 791486,566,"(-71.500000, 35.666670)"
Yamato 791487,14,"(-71.500000, 35.666670)"
Yamato 791488,8,"(-71.500000, 35.666670)"
Yamato 791489,6,"(-71.500000, 35.666670)"
Yamato 791490,10,"(-71.500000, 35.666670)"
Yamato 791491,32,"(-71.500000, 35.666670)"
Yamato 791492,41,"(-71.500000, 35.666670)"
Yamato 791493,5,"(-71.500000, 35.666670)"
Yamato 791494,21,"(-71.500000, 35.666670)"
Yamato 791495,45,"(-71.500000, 35.666670)"
Yamato 791496,5,"(-71.500000, 35.666670)"
Yamato 791497,7,"(-71.500000, 35.666670)"
Yamato 791498,3,"(-71.500000, 35.666670)"
Yamato 791499,10,"(-71.500000, 35.666670)"
Yamato 791500,1252,"(-71.500000, 35.666670)"
Yamato 791501,283,"(-71.500000, 35.666670)"
Yamato 791502,131,"(-71.500000, 35.666670)"
Yamato 791503,55,"(-71.500000, 35.666670)"
Yamato 791504,42,"(-71.500000, 35.666670)"
Yamato 791505,31,"(-71.500000, 35.666670)"
Yamato 791506,17,"(-71.500000, 35.666670)"
Yamato 791507,13,"(-71.500000, 35.666670)"
Yamato 791508,13,"(-71.500000, 35.666670)"
Yamato 791509,10,"(-71.500000, 35.666670)"
Yamato 791510,10,"(-71.500000, 35.666670)"
Yamato 791511,10,"(-71.500000, 35.666670)"
Yamato 791512,5,"(-71.500000, 35.666670)"
Yamato 791513,4,"(-71.500000, 35.666670)"
Yamato 791514,2,"(-71.500000, 35.666670)"
Yamato 791515,2,"(-71.500000, 35.666670)"
Yamato 791516,89,"(-71.500000, 35.666670)"
Yamato 791517,17,"(-71.500000, 35.666670)"
Yamato 791518,6,"(-71.500000, 35.666670)"
Yamato 791519,27,"(-71.500000, 35.666670)"
Yamato 791520,3,"(-71.500000, 35.666670)"
Yamato 791521,3,"(-71.500000, 35.666670)"
Yamato 791522,2,"(-71.500000, 35.666670)"
Yamato 791523,1,"(-71.500000, 35.666670)"
Yamato 791524,1,"(-71.500000, 35.666670)"
Yamato 791525,1,"(-71.500000, 35.666670)"
Yamato 791526,6,"(-71.500000, 35.666670)"
Yamato 791527,4,"(-71.500000, 35.666670)"
Yamato 791528,1,"(-71.500000, 35.666670)"
Yamato 791529,1,"(-71.500000, 35.666670)"
Yamato 791531,78,"(-71.500000, 35.666670)"
Yamato 791532,28,"(-71.500000, 35.666670)"
Yamato 791535,16,"(-71.500000, 35.666670)"
Yamato 791536,839,"(-71.500000, 35.666670)"
Yamato 791537,66,"(-71.500000, 35.666670)"
Yamato 791538,419,"(-71.500000, 35.666670)"
Yamato 791539,1907,"(-71.500000, 35.666670)"
Yamato 791540,10,"(-71.500000, 35.666670)"
Yamato 791541,6,"(-71.500000, 35.666670)"
Yamato 791542,2,"(-71.500000, 35.666670)"
Yamato 791543,1,"(-71.500000, 35.666670)"
Yamato 791544,2,"(-71.500000, 35.666670)"
Yamato 791545,195,"(-71.500000, 35.666670)"
Yamato 791546,77,"(-71.500000, 35.666670)"
Yamato 791547,3,"(-71.500000, 35.666670)"
Yamato 791548,2,"(-71.500000, 35.666670)"
Yamato 791549,2,"(-71.500000, 35.666670)"
Yamato 791550,1,"(-71.500000, 35.666670)"
Yamato 791555,1,"(-71.500000, 35.666670)"
Yamato 791556,129,"(-71.500000, 35.666670)"
Yamato 791557,91,"(-71.500000, 35.666670)"
Yamato 791558,102,"(-71.500000, 35.666670)"
Yamato 791559,26,"(-71.500000, 35.666670)"
Yamato 791560,62,"(-71.500000, 35.666670)"
Yamato 791561,54,"(-71.500000, 35.666670)"
Yamato 791562,205,"(-71.500000, 35.666670)"
Yamato 791563,488,"(-71.500000, 35.666670)"
Yamato 791564,84,"(-71.500000, 35.666670)"
Yamato 791565,8,"(-71.500000, 35.666670)"
Yamato 791566,497,"(-71.500000, 35.666670)"
Yamato 791567,68,"(-71.500000, 35.666670)"
Yamato 791568,40,"(-71.500000, 35.666670)"
Yamato 791569,11,"(-71.500000, 35.666670)"
Yamato 791570,1,"(-71.500000, 35.666670)"
Yamato 791571,24,"(-71.500000, 35.666670)"
Yamato 791572,6,"(-71.500000, 35.666670)"
Yamato 791573,134,"(-71.500000, 35.666670)"
Yamato 791574,200,"(-71.500000, 35.666670)"
Yamato 791575,3,"(-71.500000, 35.666670)"
Yamato 791576,4,"(-71.500000, 35.666670)"
Yamato 791577,481,"(-71.500000, 35.666670)"
Yamato 791578,191,"(-71.500000, 35.666670)"
Yamato 791579,108,"(-71.500000, 35.666670)"
Yamato 791580,115,"(-71.500000, 35.666670)"
Yamato 791581,10,"(-71.500000, 35.666670)"
Yamato 791582,3,"(-71.500000, 35.666670)"
Yamato 791583,7,"(-71.500000, 35.666670)"
Yamato 791584,3,"(-71.500000, 35.666670)"
Yamato 791585,79,"(-71.500000, 35.666670)"
Yamato 791586,220,"(-71.500000, 35.666670)"
Yamato 791587,100,"(-71.500000, 35.666670)"
Yamato 791589,4,"(-71.500000, 35.666670)"
Yamato 791590,21,"(-71.500000, 35.666670)"
Yamato 791591,57,"(-71.500000, 35.666670)"
Yamato 791592,1,"(-71.500000, 35.666670)"
Yamato 791593,1,"(-71.500000, 35.666670)"
Yamato 791594,1,"(-71.500000, 35.666670)"
Yamato 791595,6,"(-71.500000, 35.666670)"
Yamato 791596,2,"(-71.500000, 35.666670)"
Yamato 791597,148,"(-71.500000, 35.666670)"
Yamato 791598,8,"(-71.500000, 35.666670)"
Yamato 791599,9,"(-71.500000, 35.666670)"
Yamato 791600,1,"(-71.500000, 35.666670)"
Yamato 791601,2,"(-71.500000, 35.666670)"
Yamato 791602,3,"(-71.500000, 35.666670)"
Yamato 791603,5,"(-71.500000, 35.666670)"
Yamato 791604,297,"(-71.500000, 35.666670)"
Yamato 791605,113,"(-71.500000, 35.666670)"
Yamato 791606,182,"(-71.500000, 35.666670)"
Yamato 791607,56,"(-71.500000, 35.666670)"
Yamato 791608,20,"(-71.500000, 35.666670)"
Yamato 791609,19,"(-71.500000, 35.666670)"
Yamato 791610,23,"(-71.500000, 35.666670)"
Yamato 791611,15,"(-71.500000, 35.666670)"
Yamato 791612,16,"(-71.500000, 35.666670)"
Yamato 791613,16,"(-71.500000, 35.666670)"
Yamato 791614,21,"(-71.500000, 35.666670)"
Yamato 791615,18,"(-71.500000, 35.666670)"
Yamato 791616,7,"(-71.500000, 35.666670)"
Yamato 791617,9,"(-71.500000, 35.666670)"
Yamato 791618,7,"(-71.500000, 35.666670)"
Yamato 791619,4,"(-71.500000, 35.666670)"
Yamato 791620,6,"(-71.500000, 35.666670)"
Yamato 791621,2,"(-71.500000, 35.666670)"
Yamato 791622,2,"(-71.500000, 35.666670)"
Yamato 791623,2,"(-71.500000, 35.666670)"
Yamato 791624,1,"(-71.500000, 35.666670)"
Yamato 791625,1,"(-71.500000, 35.666670)"
Yamato 791626,1,"(-71.500000, 35.666670)"
Yamato 791627,2,"(-71.500000, 35.666670)"
Yamato 791628,5,"(-71.500000, 35.666670)"
Yamato 791629,128,"(-71.500000, 35.666670)"
Yamato 791630,2243,"(-71.500000, 35.666670)"
Yamato 791631,12,"(-71.500000, 35.666670)"
Yamato 791632,535,"(-71.500000, 35.666670)"
Yamato 791633,634,"(-71.500000, 35.666670)"
Yamato 791634,334,"(-71.500000, 35.666670)"
Yamato 791635,653,"(-71.500000, 35.666670)"
Yamato 791636,113,"(-71.500000, 35.666670)"
Yamato 791637,109,"(-71.500000, 35.666670)"
Yamato 791638,64,"(-71.500000, 35.666670)"
Yamato 791639,14,"(-71.500000, 35.666670)"
Yamato 791640,9,"(-71.500000, 35.666670)"
Yamato 791641,5,"(-71.500000, 35.666670)"
Yamato 791642,4,"(-71.500000, 35.666670)"
Yamato 791643,3,"(-71.500000, 35.666670)"
Yamato 791644,135,"(-71.500000, 35.666670)"
Yamato 791645,56,"(-71.500000, 35.666670)"
Yamato 791646,13,"(-71.500000, 35.666670)"
Yamato 791647,5,"(-71.500000, 35.666670)"
Yamato 791648,5,"(-71.500000, 35.666670)"
Yamato 791649,2,"(-71.500000, 35.666670)"
Yamato 791650,1,"(-71.500000, 35.666670)"
Yamato 791651,3,"(-71.500000, 35.666670)"
Yamato 791652,349,"(-71.500000, 35.666670)"
Yamato 791653,8,"(-71.500000, 35.666670)"
Yamato 791654,3,"(-71.500000, 35.666670)"
Yamato 791655,49,"(-71.500000, 35.666670)"
Yamato 791656,10,"(-71.500000, 35.666670)"
Yamato 791657,2,"(-71.500000, 35.666670)"
Yamato 791658,15,"(-71.500000, 35.666670)"
Yamato 791659,10,"(-71.500000, 35.666670)"
Yamato 791660,3,"(-71.500000, 35.666670)"
Yamato 791661,114,"(-71.500000, 35.666670)"
Yamato 791662,90,"(-71.500000, 35.666670)"
Yamato 791663,50,"(-71.500000, 35.666670)"
Yamato 791664,46,"(-71.500000, 35.666670)"
Yamato 791665,20,"(-71.500000, 35.666670)"
Yamato 791666,10,"(-71.500000, 35.666670)"
Yamato 791667,0,"(-71.500000, 35.666670)"
Yamato 791668,732,"(-71.500000, 35.666670)"
Yamato 791669,335,"(-71.500000, 35.666670)"
Yamato 791670,542,"(-71.500000, 35.666670)"
Yamato 791671,13,"(-71.500000, 35.666670)"
Yamato 791672,5,"(-71.500000, 35.666670)"
Yamato 791673,3,"(-71.500000, 35.666670)"
Yamato 791674,50,"(-71.500000, 35.666670)"
Yamato 791675,28,"(-71.500000, 35.666670)"
Yamato 791676,10,"(-71.500000, 35.666670)"
Yamato 791677,473,"(-71.500000, 35.666670)"
Yamato 791678,259,"(-71.500000, 35.666670)"
Yamato 791679,18,"(-71.500000, 35.666670)"
Yamato 791680,285,"(-71.500000, 35.666670)"
Yamato 791681,71,"(-71.500000, 35.666670)"
Yamato 791682,124,"(-71.500000, 35.666670)"
Yamato 791683,97,"(-71.500000, 35.666670)"
Yamato 791684,33,"(-71.500000, 35.666670)"
Yamato 791685,27,"(-71.500000, 35.666670)"
Yamato 791686,19,"(-71.500000, 35.666670)"
Yamato 791687,7,"(-71.500000, 35.666670)"
Yamato 791688,6,"(-71.500000, 35.666670)"
Yamato 791689,3,"(-71.500000, 35.666670)"
Yamato 791690,2,"(-71.500000, 35.666670)"
Yamato 791691,1,"(-71.500000, 35.666670)"
Yamato 791692,0,"(-71.500000, 35.666670)"
Yamato 791694,71,"(-71.500000, 35.666670)"
Yamato 791695,352,"(-71.500000, 35.666670)"
Yamato 791696,1,"(-71.500000, 35.666670)"
Yamato 791697,1,"(-71.500000, 35.666670)"
Yamato 791699,3,"(-71.500000, 35.666670)"
Yamato 791700,1,"(-71.500000, 35.666670)"
Yamato 791703,25,"(-71.500000, 35.666670)"
Yamato 791704,93,"(-71.500000, 35.666670)"
Yamato 791705,172,"(-71.500000, 35.666670)"
Yamato 791706,341,"(-71.500000, 35.666670)"
Yamato 791708,127,"(-71.500000, 35.666670)"
Yamato 791709,174,"(-71.500000, 35.666670)"
Yamato 791710,1607,"(-71.500000, 35.666670)"
Yamato 791711,29,"(-71.500000, 35.666670)"
Yamato 791712,14,"(-71.500000, 35.666670)"
Yamato 791713,3,"(-71.500000, 35.666670)"
Yamato 791714,4,"(-71.500000, 35.666670)"
Yamato 791715,13,"(-71.500000, 35.666670)"
Yamato 791716,193,"(-71.500000, 35.666670)"
Yamato 791717,25322,"(-71.500000, 35.666670)"
Yamato 791718,184,"(-71.500000, 35.666670)"
Yamato 791719,171,"(-71.500000, 35.666670)"
Yamato 791720,118,"(-71.500000, 35.666670)"
Yamato 791721,10,"(-71.500000, 35.666670)"
Yamato 791722,9,"(-71.500000, 35.666670)"
Yamato 791723,7,"(-71.500000, 35.666670)"
Yamato 791724,4,"(-71.500000, 35.666670)"
Yamato 791725,47,"(-71.500000, 35.666670)"
Yamato 791726,5,"(-71.500000, 35.666670)"
Yamato 791727,18,"(-71.500000, 35.666670)"
Yamato 791728,48,"(-71.500000, 35.666670)"
Yamato 791729,51,"(-71.500000, 35.666670)"
Yamato 791730,35,"(-71.500000, 35.666670)"
Yamato 791731,25,"(-71.500000, 35.666670)"
Yamato 791732,26,"(-71.500000, 35.666670)"
Yamato 791733,16,"(-71.500000, 35.666670)"
Yamato 791734,19,"(-71.500000, 35.666670)"
Yamato 791735,12,"(-71.500000, 35.666670)"
Yamato 791736,15,"(-71.500000, 35.666670)"
Yamato 791737,15,"(-71.500000, 35.666670)"
Yamato 791738,9,"(-71.500000, 35.666670)"
Yamato 791739,8,"(-71.500000, 35.666670)"
Yamato 791740,15,"(-71.500000, 35.666670)"
Yamato 791741,11,"(-71.500000, 35.666670)"
Yamato 791742,2,"(-71.500000, 35.666670)"
Yamato 791743,17,"(-71.500000, 35.666670)"
Yamato 791744,21,"(-71.500000, 35.666670)"
Yamato 791745,18,"(-71.500000, 35.666670)"
Yamato 791746,9,"(-71.500000, 35.666670)"
Yamato 791747,6,"(-71.500000, 35.666670)"
Yamato 791748,8,"(-71.500000, 35.666670)"
Yamato 791749,2,"(-71.500000, 35.666670)"
Yamato 791750,84,"(-71.500000, 35.666670)"
Yamato 791751,24,"(-71.500000, 35.666670)"
Yamato 791752,13,"(-71.500000, 35.666670)"
Yamato 791753,14,"(-71.500000, 35.666670)"
Yamato 791754,9,"(-71.500000, 35.666670)"
Yamato 791755,8,"(-71.500000, 35.666670)"
Yamato 791756,4,"(-71.500000, 35.666670)"
Yamato 791757,4,"(-71.500000, 35.666670)"
Yamato 791758,4,"(-71.500000, 35.666670)"
Yamato 791759,3,"(-71.500000, 35.666670)"
Yamato 791760,4,"(-71.500000, 35.666670)"
Yamato 791761,4,"(-71.500000, 35.666670)"
Yamato 791762,4,"(-71.500000, 35.666670)"
Yamato 791763,2,"(-71.500000, 35.666670)"
Yamato 791764,2,"(-71.500000, 35.666670)"
Yamato 791765,1,"(-71.500000, 35.666670)"
Yamato 791766,1,"(-71.500000, 35.666670)"
Yamato 791767,1,"(-71.500000, 35.666670)"
Yamato 791768,1,"(-71.500000, 35.666670)"
Yamato 791769,1,"(-71.500000, 35.666670)"
Yamato 791770,2,"(-71.500000, 35.666670)"
Yamato 791771,156,"(-71.500000, 35.666670)"
Yamato 791772,7,"(-71.500000, 35.666670)"
Yamato 791773,4,"(-71.500000, 35.666670)"
Yamato 791774,38,"(-71.500000, 35.666670)"
Yamato 791775,111,"(-71.500000, 35.666670)"
Yamato 791776,2543,"(-71.500000, 35.666670)"
Yamato 791777,44,"(-71.500000, 35.666670)"
Yamato 791778,8,"(-71.500000, 35.666670)"
Yamato 791779,6,"(-71.500000, 35.666670)"
Yamato 791780,3,"(-71.500000, 35.666670)"
Yamato 791781,410,"(-71.500000, 35.666670)"
Yamato 791782,18,"(-71.500000, 35.666670)"
Yamato 791783,323,"(-71.500000, 35.666670)"
Yamato 791784,44,"(-71.500000, 35.666670)"
Yamato 791785,8826,"(-71.500000, 35.666670)"
Yamato 791786,64,"(-71.500000, 35.666670)"
Yamato 791787,37,"(-71.500000, 35.666670)"
Yamato 791788,22,"(-71.500000, 35.666670)"
Yamato 791789,3,"(-71.500000, 35.666670)"
Yamato 791790,32,"(-71.500000, 35.666670)"
Yamato 791791,45,"(-71.500000, 35.666670)"
Yamato 791792,3,"(-71.500000, 35.666670)"
Yamato 791793,53,"(-71.500000, 35.666670)"
Yamato 791794,11,"(-71.500000, 35.666670)"
Yamato 791795,8,"(-71.500000, 35.666670)"
Yamato 791796,6,"(-71.500000, 35.666670)"
Yamato 791797,4,"(-71.500000, 35.666670)"
Yamato 791798,4,"(-71.500000, 35.666670)"
Yamato 791799,1,"(-71.500000, 35.666670)"
Yamato 791800,12,"(-71.500000, 35.666670)"
Yamato 791801,28,"(-71.500000, 35.666670)"
Yamato 791802,59,"(-71.500000, 35.666670)"
Yamato 791803,11,"(-71.500000, 35.666670)"
Yamato 791804,9,"(-71.500000, 35.666670)"
Yamato 791805,15,"(-71.500000, 35.666670)"
Yamato 791806,12,"(-71.500000, 35.666670)"
Yamato 791810,40,"(-71.500000, 35.666670)"
Yamato 791811,30,"(-71.500000, 35.666670)"
Yamato 791812,4,"(-71.500000, 35.666670)"
Yamato 791814,5,"(-71.500000, 35.666670)"
Yamato 791815,3,"(-71.500000, 35.666670)"
Yamato 791816,5,"(-71.500000, 35.666670)"
Yamato 791817,4,"(-71.500000, 35.666670)"
Yamato 791818,1,"(-71.500000, 35.666670)"
Yamato 791819,1,"(-71.500000, 35.666670)"
Yamato 791820,572,"(-71.500000, 35.666670)"
Yamato 791821,662,"(-71.500000, 35.666670)"
Yamato 791822,12,"(-71.500000, 35.666670)"
Yamato 791823,9,"(-71.500000, 35.666670)"
Yamato 791824,23,"(-71.500000, 35.666670)"
Yamato 791825,29,"(-71.500000, 35.666670)"
Yamato 791826,115,"(-71.500000, 35.666670)"
Yamato 791827,9,"(-71.500000, 35.666670)"
Yamato 791828,841,"(-71.500000, 35.666670)"
Yamato 791829,9,"(-71.500000, 35.666670)"
Yamato 791830,16,"(-71.500000, 35.666670)"
Yamato 791831,15,"(-71.500000, 35.666670)"
Yamato 791832,106,"(-71.500000, 35.666670)"
Yamato 791833,116,"(-71.500000, 35.666670)"
Yamato 791834,11,"(-71.500000, 35.666670)"
Yamato 791835,24,"(-71.500000, 35.666670)"
Yamato 791836,4,"(-71.500000, 35.666670)"
Yamato 791837,13,"(-71.500000, 35.666670)"
Yamato 791838,16,"(-71.500000, 35.666670)"
Yamato 791839,6,"(-71.500000, 35.666670)"
Yamato 791840,310,"(-71.500000, 35.666670)"
Yamato 791841,7,"(-71.500000, 35.666670)"
Yamato 791842,11,"(-71.500000, 35.666670)"
Yamato 791843,8,"(-71.500000, 35.666670)"
Yamato 791844,161,"(-71.500000, 35.666670)"
Yamato 791845,1559,"(-71.500000, 35.666670)"
Yamato 791846,35,"(-71.500000, 35.666670)"
Yamato 791847,7,"(-71.500000, 35.666670)"
Yamato 791848,3,"(-71.500000, 35.666670)"
Yamato 791849,42,"(-71.500000, 35.666670)"
Yamato 791850,14,"(-71.500000, 35.666670)"
Yamato 791851,14,"(-71.500000, 35.666670)"
Yamato 791852,5,"(-71.500000, 35.666670)"
Yamato 791853,1,"(-71.500000, 35.666670)"
Yamato 791854,1,"(-71.500000, 35.666670)"
Yamato 791855,8,"(-71.500000, 35.666670)"
Yamato 791856,26,"(-71.500000, 35.666670)"
Yamato 791857,116,"(-71.500000, 35.666670)"
Yamato 791858,2,"(-71.500000, 35.666670)"
Yamato 791859,57,"(-71.500000, 35.666670)"
Yamato 791860,25,"(-71.500000, 35.666670)"
Yamato 791861,257,"(-71.500000, 35.666670)"
Yamato 791862,81,"(-71.500000, 35.666670)"
Yamato 791863,27,"(-71.500000, 35.666670)"
Yamato 791864,11,"(-71.500000, 35.666670)"
Yamato 791865,729,"(-71.500000, 35.666670)"
Yamato 791866,51,"(-71.500000, 35.666670)"
Yamato 791867,48,"(-71.500000, 35.666670)"
Yamato 791868,68,"(-71.500000, 35.666670)"
Yamato 791869,6784,"(-71.500000, 35.666670)"
Yamato 791870,404,"(-71.500000, 35.666670)"
Yamato 791871,41,"(-71.500000, 35.666670)"
Yamato 791872,29,"(-71.500000, 35.666670)"
Yamato 791873,35,"(-71.500000, 35.666670)"
Yamato 791874,26,"(-71.500000, 35.666670)"
Yamato 791875,15,"(-71.500000, 35.666670)"
Yamato 791876,17,"(-71.500000, 35.666670)"
Yamato 791877,8,"(-71.500000, 35.666670)"
Yamato 791878,8,"(-71.500000, 35.666670)"
Yamato 791879,98,"(-71.500000, 35.666670)"
Yamato 791880,13,"(-71.500000, 35.666670)"
Yamato 791881,7,"(-71.500000, 35.666670)"
Yamato 791882,7,"(-71.500000, 35.666670)"
Yamato 791883,5,"(-71.500000, 35.666670)"
Yamato 791884,5,"(-71.500000, 35.666670)"
Yamato 791885,5,"(-71.500000, 35.666670)"
Yamato 791886,4,"(-71.500000, 35.666670)"
Yamato 791887,5,"(-71.500000, 35.666670)"
Yamato 791888,4,"(-71.500000, 35.666670)"
Yamato 791889,4,"(-71.500000, 35.666670)"
Yamato 791890,3,"(-71.500000, 35.666670)"
Yamato 791891,4,"(-71.500000, 35.666670)"
Yamato 791892,4,"(-71.500000, 35.666670)"
Yamato 791893,4,"(-71.500000, 35.666670)"
Yamato 791894,3,"(-71.500000, 35.666670)"
Yamato 791895,2,"(-71.500000, 35.666670)"
Yamato 791896,2,"(-71.500000, 35.666670)"
Yamato 791897,3,"(-71.500000, 35.666670)"
Yamato 791898,2,"(-71.500000, 35.666670)"
Yamato 791899,2,"(-71.500000, 35.666670)"
Yamato 791900,2,"(-71.500000, 35.666670)"
Yamato 791901,2,"(-71.500000, 35.666670)"
Yamato 791902,1,"(-71.500000, 35.666670)"
Yamato 791903,2,"(-71.500000, 35.666670)"
Yamato 791904,6,"(-71.500000, 35.666670)"
Yamato 791905,1847,"(-71.500000, 35.666670)"
Yamato 791906,32,"(-71.500000, 35.666670)"
Yamato 791907,24,"(-71.500000, 35.666670)"
Yamato 791908,8,"(-71.500000, 35.666670)"
Yamato 791909,92,"(-71.500000, 35.666670)"
Yamato 791910,19,"(-71.500000, 35.666670)"
Yamato 791911,6,"(-71.500000, 35.666670)"
Yamato 791912,20,"(-71.500000, 35.666670)"
Yamato 791913,58,"(-71.500000, 35.666670)"
Yamato 791914,22,"(-71.500000, 35.666670)"
Yamato 791915,3,"(-71.500000, 35.666670)"
Yamato 791916,48,"(-71.500000, 35.666670)"
Yamato 791917,137,"(-71.500000, 35.666670)"
Yamato 791918,135,"(-71.500000, 35.666670)"
Yamato 791919,109,"(-71.500000, 35.666670)"
Yamato 791920,87,"(-71.500000, 35.666670)"
Yamato 791921,8,"(-71.500000, 35.666670)"
Yamato 791922,24,"(-71.500000, 35.666670)"
Yamato 791923,27,"(-71.500000, 35.666670)"
Yamato 791924,16,"(-71.500000, 35.666670)"
Yamato 791925,1311,"(-71.500000, 35.666670)"
Yamato 791926,2602,"(-71.500000, 35.666670)"
Yamato 791927,444,"(-71.500000, 35.666670)"
Yamato 791928,18,"(-71.500000, 35.666670)"
Yamato 791929,22,"(-71.500000, 35.666670)"
Yamato 791930,12,"(-71.500000, 35.666670)"
Yamato 791931,260,"(-71.500000, 35.666670)"
Yamato 791932,8,"(-71.500000, 35.666670)"
Yamato 791933,135,"(-71.500000, 35.666670)"
Yamato 791934,40,"(-71.500000, 35.666670)"
Yamato 791935,19,"(-71.500000, 35.666670)"
Yamato 791936,23,"(-71.500000, 35.666670)"
Yamato 791937,18,"(-71.500000, 35.666670)"
